"PATIENT_ID","SEX","AGE","ETHNICITY","PRIMARY_SITE","HISTOLOGY","TMB","CANCER_TYPE","MUTATION_RATE","ic50_AKTinhibitorVIII","ic50_Avagacestat","ic50_CP724714","ic50_GenentechCpd10","ic50_GW2580","ic50_Pelitinib","ic50_Quizartinib","ic50_Ruxolitinib","ic50_WZ3105","ic50_ZSTK474"
"NBSUSSR_AUTONOMIC_GANGLIA",NA,NA,NA,"Na","",10.4666666667,"Peripheral Nervous System",NA,6.9795538751731,94.7919983397713,32.7893904114799,2.88172767084956,131.267470344448,5.92528626131443,7.91711601506937,43.1373408908979,0.396357379986394,0.433167408928145
"NBTU110_AUTONOMIC_GANGLIA",NA,NA,NA,"Na","",9.6,"Peripheral Nervous System",NA,50.385528454136,110.167947843746,59.8478195842804,110.701567554693,90.3889477028905,26.4002109328227,9.930551348199,55.6550600548279,8.04846186095198,18.8548466960801
"NCC010_KIDNEY",NA,NA,NA,"Na","",8.33333333333,"Renal Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCC021_KIDNEY",NA,NA,NA,"Na","",7.33333333333,"Renal Cell Carcinoma",NA,22.0749614462664,49.3281050123307,86.2264521427229,9.5851593375948,240.470879727347,2.52525740473285,20.8772907240442,122.219914511201,57.1925702948988,0.759461993251717
"NCIH1048_LUNG","Female",NA,"African_american","Lung","Carcinoma",27.3333333333,"Small Cell Lung Cancer",246.7023651,3.57428086761672,62.8329112065974,41.3891181639612,7.89323449878096,98.5108801053154,3.75188732483968,7.11970292117986,50.3321480905655,0.261382611673194,0.205910226266816
"NCIH1092_LUNG","Male",67,"Caucasian","Lung","Carcinoma",18.0333333333,"Small Cell Lung Cancer",122.759174,21.6197013820591,184.954158041138,84.7990211763909,17.9910066053162,101.361567441853,27.2132503525627,6.62171897407718,88.4271456505621,0.55943608146465,5.11240531037829
"NCIH1105_LUNG","Male",73,"Caucasian","Lung","Carcinoma",25.6,"Small Cell Lung Cancer",168.8752061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1155_LUNG","Male",36,"Caucasian","Lung","Carcinoma",67.4666666667,"Non-Small Cell Lung Cancer",686.7647964,9.56376999242891,78.2848423526842,60.2330376528376,3.50234589609059,125.62069379788,10.4611981712781,7.98261458476611,36.542793555073,19.6301568779262,7.15581991689981
"NCIH1184_LUNG","Male",42,"Caucasian","Lung","Carcinoma",12.3,"Small Cell Lung Cancer",134.1563317,7.63161891211257,117.813987080898,115.742164804343,34.705945071957,122.332775569661,11.1362883861328,4.05588129766929,56.2673253566073,0.276639794469602,5.65846129925244
"NCIH128_LUNG",NA,NA,NA,"Na","",11.7333333333,"Small Cell Lung Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1299_LUNG","Male",43,"Caucasian","Lung","Carcinoma",15.5333333333,"Non-Small Cell Lung Cancer",136.1844623,44.6968039918685,243.725599438637,219.215442071711,61.3514619169408,275.958088244627,9.3317447344778,22.4107330921048,120.280558326583,3.86347485491126,6.84475728922501
"NCIH1304_LUNG",NA,NA,NA,"Na","",7.3,"Small Cell Lung Cancer",NA,21.3062615713407,138.741154605029,208.62596343623,3.15731189677498,99.3295390872951,84.614276048999,10.7331169098458,29.5298613346559,1.07446622136654,0.940629450149633
"NCIH1341_LUNG","Female",NA,"Caucasian","Lung","Carcinoma",6.36666666667,"Small Cell Lung Cancer",84.02451807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1355_LUNG","Male",53,"Caucasian","Lung","Carcinoma",14.5,"Non-Small Cell Lung Cancer",137.1709772,18.6057002719157,362.184590366066,174.060510455829,45.9509259568916,516.770567802461,74.1738750573601,27.2005719321998,141.759789223341,10.7589503622655,15.7008209375003
"NCIH1385_LUNG",NA,NA,"African_american","Lung","Carcinoma",10.4666666667,"Non-Small Cell Lung Cancer",154.6284895,3.43205428908992,187.907909550261,166.163293395643,2.17207514800027,334.810265588969,37.9306692541726,18.3370756115463,7.32036360826653,1.27363115759399,4.00155085608708
"NCIH1395_LUNG","Female",55,"Caucasian","Lung","Carcinoma",9.86666666667,"Non-Small Cell Lung Cancer",93.0620724,6.34915669405798,289.774200287358,177.28489236458,13.847739412534,97.4104992486806,161.505791063798,22.9575532498558,141.798069534041,0.311662938644983,2.87772772971696
"NCIH1417_LUNG",NA,NA,NA,"Na","",11.0666666667,"Small Cell Lung Cancer",NA,11.560279024264,135.8623172801,26.842326803994,34.6667148369604,214.427567352379,4.67989652667358,6.93195583045323,13.0288743721109,0.221182306772327,4.71229004972888
"NCIH1435_LUNG","Female",35,"Caucasian","Lung","Carcinoma",34.5333333333,"Non-Small Cell Lung Cancer",227.3039762,31.8546382704208,125.426508825378,127.722379720804,74.339170008264,54.8902095395828,80.9033312017685,12.7705533355203,49.7303295753959,39.8803212309595,7.13267971198139
"NCIH1436_LUNG","Male",39,"Caucasian","Lung","Carcinoma",23.2666666667,"Small Cell Lung Cancer",199.5771765,11.0710545040252,229.539241084051,201.997637138776,4.75142702859498,80.3911423226939,45.4948439611229,10.4096368781876,113.844103575462,1.22212482053866,11.1449780796139
"NCIH1437_LUNG","Male",6,"Caucasian","Lung","Carcinoma",13.0666666667,"Non-Small Cell Lung Cancer",126.2080661,1.13834106906925,149.684687756759,49.4411958123533,5.06836357889931,305.995990828835,8.7453488583831,1.5667728588571,79.7799324680728,0.505586063909249,0.955383928421482
"NCIH146_LUNG","Male",59,"Caucasian","Lung","Carcinoma",11,"Small Cell Lung Cancer",126.0743491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1563_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",19.6,"Non-Small Cell Lung Cancer",272.0403023,0.983399335226051,203.627022633011,51.447352333819,7.80843843845218,491.126631579571,1.6482349696582,0.898670347269624,31.7756413188972,0.706778470165583,1.17086056021789
"NCIH1568_LUNG","Female",48,"Caucasian","Lung","Carcinoma",28.4,"Non-Small Cell Lung Cancer",238.7618945,43.7470420398406,178.702783780729,115.147279467528,48.8860949894493,432.351536831257,2.28645595302309,18.7351792527353,67.6562000942743,0.598897987526731,6.03861692621804
"NCIH1573_LUNG","Female",35,"Caucasian","Lung","Carcinoma",52.3333333333,"Non-Small Cell Lung Cancer",337.2852014,8.15142696779786,160.00930983343,144.55397973855,49.5276946005494,131.219697680395,36.6515236332778,5.51965302211038,82.9406257997364,13.2973796896267,4.47373665438479
"NCIH1581_LUNG","Male",44,"Caucasian","Lung","Carcinoma",9.9,"Non-Small Cell Lung Cancer",105.484781,13.7973010920996,115.948021480687,35.429294281203,8.23614998579827,56.7397486774954,32.8073639217174,4.057702797268,41.840928031673,0.300637818358733,8.55027973536492
"NCIH1618_LUNG","Female",55,"Caucasian","Lung","Carcinoma",7.43333333333,"Small Cell Lung Cancer",99.00667914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1623_LUNG","Male",58,"Caucasian","Lung","Carcinoma",24.4333333333,"Non-Small Cell Lung Cancer",154.9801859,76.8093210017877,240.804403445194,154.958602406762,292.533444410335,362.970295377304,20.6098682014836,13.3285586491701,139.777098470028,8.76914227995745,62.8040147141452
"NCIH1648_LUNG","Male",39,"African_american","Lung","Carcinoma",19.2333333333,"Non-Small Cell Lung Cancer",177.9776725,6.74531371954074,17.8090543621647,32.2272703690804,2.43523679935177,125.223607600451,2.30117761862153,5.80625044371357,82.7231094403633,0.355248405643328,0.402808909284406
"NCIH1650_LUNG","Male",27,"Caucasian","Lung","Carcinoma",4.33333333333,"Non-Small Cell Lung Cancer",60.12771707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1651_LUNG","Male",71,"Caucasian","Lung","Carcinoma",33.3666666667,"Non-Small Cell Lung Cancer",272.2196239,200.543664281149,140.652456482722,146.686257032417,199.874965790573,126.758030821167,77.912312843884,18.1688211248897,101.087249462833,27.0923662496694,91.6918959797551
"NCIH1666_LUNG","Female",50,"Caucasian","Lung","Carcinoma",12.1666666667,"Non-Small Cell Lung Cancer",110.7362811,48.1932032643267,79.0783394716791,204.424558432656,88.8398224066875,309.923657183358,14.9181560798996,20.8308903916955,98.6154556166057,1.3830331195365,3.4506375117951
"NCIH1688_LUNG",NA,NA,NA,"Na","",16.8,"Small Cell Lung Cancer",NA,8.43409146449023,127.730809676051,44.9179728119724,33.8151862864384,310.402548919332,30.4124480521599,4.66389063492149,55.1859283726557,1.19040073198112,11.4366029851709
"NCIH1693_LUNG","Female",55,"Caucasian","Lung","Carcinoma",11.6,"Non-Small Cell Lung Cancer",103.8152089,280.550571706219,32.0985224666411,306.948812758524,178.689738953655,700.073269303914,8.70583943558996,35.6415467168045,150.624351674504,11.6381093251566,6.57208412098812
"NCIH1694_LUNG","Male",61,"Caucasian","Lung","Carcinoma",12.3333333333,"Small Cell Lung Cancer",109.534987,8.88517360032116,157.699922101109,53.7894848940881,6.24759756342754,23.4438687464565,5.06647849829469,2.18325089008565,69.174410239085,0.454465170892787,2.9896011982644
"NCIH1703_LUNG","Male",54,"Caucasian","Lung","Carcinoma",20,"Non-Small Cell Lung Cancer",166.6783902,8.24894241493347,214.006416881528,56.3999346604115,5.39479176397787,177.453925398451,1.39108358360977,0.248549564153406,58.1806601683041,0.334163795675899,1.15645581943367
"NCIH1734_LUNG","Female",56,"Caucasian","Lung","Carcinoma",20.1333333333,"Non-Small Cell Lung Cancer",153.1393568,17.6801934695946,39.3259261561697,142.568986734963,17.6907163149451,358.623825755537,9.95769879278084,17.2964624857112,93.2338636889473,2.28295578431687,3.5721690917152
"NCIH1755_LUNG","Female",65,"Caucasian","Lung","Carcinoma",10.3,"Non-Small Cell Lung Cancer",101.8703799,0.805293074595246,31.8181219464399,11.3151665683736,1.98869769523064,18.6181888862597,0.240883708330054,7.16033666415126,40.1143449592647,2.43425559664726,0.120033909134064
"NCIH1770_LUNG",NA,NA,NA,"Na","",34.3666666667,"Non-Small Cell Lung Cancer",NA,12.0033886809189,110.146026603361,70.7224456580329,110.146026603361,170.634526952582,59.2190925982305,10.9994140148266,55.154095276716,4.87657436997202,9.43694212268659
"NCIH1781_LUNG","Female",66,"Caucasian","Lung","Carcinoma",9.3,"Non-Small Cell Lung Cancer",89.94197218,6.51267970137408,72.7457147109619,163.142002087176,164.629253954516,321.541622901743,0.115927416911277,15.8595683568356,84.2438862640016,3.82425241072674,4.16174309611201
"NCIH1792_LUNG","Male",50,"Caucasian","Lung","Carcinoma",9.96666666667,"Non-Small Cell Lung Cancer",125.0865901,4.5678516686966,103.621516864218,98.938653851349,8.13490449020208,124.401843583709,2.86402219866821,6.94535436928775,28.283228600001,7.10621675336841,0.8318567736793
"NCIH1793_LUNG","Female",52,"Caucasian","Lung","Carcinoma",45.9333333333,"Non-Small Cell Lung Cancer",282.9219689,208.886700060688,424.461369816341,331.207477748736,292.641994452999,603.495751050524,69.6815794862182,42.2922561689059,198.071880966985,25.3659570136653,3.38417447763622
"NCIH1836_LUNG","Male",52,"Caucasian","Lung","Carcinoma",17.3333333333,"Small Cell Lung Cancer",NA,50.9531202904208,228.133047402615,186.485968438726,42.100347718457,16.2655439119089,96.4942093684581,17.3288717891279,103.144817923968,0.229292453659,7.73065040946867
"NCIH1838_LUNG","Female",NA,"Caucasian","Lung","Carcinoma",19.7333333333,"Non-Small Cell Lung Cancer",152.9435432,30.7953283029643,328.688009022435,307.410503697927,249.301996768989,641.968989780005,75.1595359226107,6.66395398614156,136.619815658252,4.21047724025467,16.1738056758361
"NCIH1869_LUNG","Male",58,"Caucasian","Lung","Carcinoma",12.7,"Non-Small Cell Lung Cancer",425.9997682,6.93884268134844,183.597709019272,60.2958331888644,21.1272357085334,227.086499508076,1.70172594874854,12.8245461177278,58.3851163306124,5.38730898725784,1.84837338320581
"NCIH187_LUNG",NA,NA,NA,"Na","",22.5666666667,"Small Cell Lung Cancer",NA,9.86679421722698,190.698185954593,169.428329060774,17.5931918411539,405.177401664028,82.7783041597527,12.116582876433,12.7828956504208,0.419382872269451,11.4303145829982
"NCIH1876_LUNG","Male",59,"Caucasian","Lung","Carcinoma",16.7,"Small Cell Lung Cancer",136.0086473,24.0872824007589,133.285574096936,61.2793550049009,14.706682759928,153.809373308012,9.8776734177929,10.9301169277057,77.9629723097753,0.276202772511433,1.57635938246694
"NCIH1915_LUNG","Female",61,"Caucasian","Lung","Carcinoma",13.9,"Non-Small Cell Lung Cancer",109.1253001,42.0025781112222,97.9142406360086,120.973921793417,6.80147159637401,280.367992719947,5.44933182368336,14.3923670489191,60.7649413421906,0.259428537411317,15.295933366042
"NCIH1944_LUNG","Female",62,"Caucasian","Lung","Carcinoma",15.6666666667,"Non-Small Cell Lung Cancer",111.6303064,1.54710276816216,141.808137554388,39.5417074633285,1.11479440747975,250.154067988833,1.66631733033923,9.51871632594573,14.1098622043216,0.166010539778434,0.906228316246427
"NCIH196_LUNG","Male",68,"Caucasian","Lung","Carcinoma",16.1666666667,"Small Cell Lung Cancer",168.9440631,4.87498974081797,170.096853280857,196.222260715593,1.63223460618474,63.796096175062,9.19514842637041,3.96392620500878,25.6772400921757,0.881197060369243,13.5982485314994
"NCIH1963_LUNG","Male",56,"African_american","Lung","Carcinoma",13.1666666667,"Small Cell Lung Cancer",157.897507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH1975_LUNG","Female",NA,"Caucasian","Lung","Carcinoma",11.3666666667,"Non-Small Cell Lung Cancer",121.5085676,11.5985025585576,66.1099324788843,64.9313137731218,6.08170448732947,375.445004090584,0.0578561223200034,18.6674245101319,55.6561731671601,1.28915246683577,1.3931620225687
"NCIH1993_LUNG",NA,NA,NA,"Na","",17.2,"Non-Small Cell Lung Cancer",NA,2.05039816270356,193.073317463869,54.731094328762,22.170487221516,662.711001511603,3.09384297682986,1.19491971616373,148.866361380457,0.189700835069048,1.8269008378889
"NCIH2009_LUNG","Female",68,"Caucasian","Lung","Carcinoma",29.7333333333,"Non-Small Cell Lung Cancer",295.7446546,171.793985464567,159.039404728984,109.46052697282,170.932715079123,247.155328672498,32.5479699635994,17.0448822946271,79.1618111433864,23.8406236101761,35.704545299682
"NCIH2023_LUNG","Male",26,"Caucasian","Lung","Carcinoma",21.7666666667,"Non-Small Cell Lung Cancer",183.4098616,10.7515184955708,249.792356813601,202.576785028514,93.3456247891791,516.264380718198,94.4720477745988,9.91377297598103,126.965957583118,17.4141135325726,7.04272380879483
"NCIH2029_LUNG","Female",69,"Caucasian","Lung","Carcinoma",9.96666666667,"Small Cell Lung Cancer",89.90036362,30.2363547480697,126.272970984886,133.774560657219,21.1953538576203,103.945320868412,83.6199392978876,10.4316244006792,67.4873383308906,0.83080181694512,6.52958246367661
"NCIH2030_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",12,"Non-Small Cell Lung Cancer",113.2454435,4.11357713861022,154.367480980984,33.4596086688951,2.35866787517836,311.642594269616,1.09493499915038,6.273723261416,48.698975845457,0.460035324525797,3.00509144959004
"NCIH2052_PLEURA","Male",65,"Caucasian","Pleura","Mesothelioma",9.26666666667,"Mesothelioma",89.75888173,49.0286587701814,178.188860168666,127.959780538383,34.5352312975233,519.626871914605,26.2064352280823,14.262161766139,101.311507193437,10.034538578747,37.3312209750212
"NCIH2066_LUNG","Female",70,"Caucasian","Lung","Carcinoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH2081_LUNG","Female",59,"Caucasian","Lung","Carcinoma",15.0666666667,"Small Cell Lung Cancer",111.3986434,10.575351889695,223.112917543024,125.731665857458,3.74817854257055,167.796007408745,38.5387797278299,4.32669079825073,96.4871655482768,1.44640765052772,2.08804036138751
"NCIH2085_LUNG","Male",45,"Caucasian","Lung","Carcinoma",11.1666666667,"Non-Small Cell Lung Cancer",111.5684726,5.13743023413637,189.37307287988,63.2382285243497,6.58126515729335,273.598854781636,2.11147129352522,9.14006045704017,72.6529503752234,1.11729546313306,0.271032104047215
"NCIH2087_LUNG","Male",69,"Caucasian","Lung","Carcinoma",22.6666666667,"Non-Small Cell Lung Cancer",212.0987614,7.02894764684097,50.0492239426671,105.823541063537,3.28613466430414,160.08533230951,3.72694923675294,17.03699234079,6.79752108911,0.447926106956707,1.81683322628885
"NCIH209_LUNG","Male",55,"Caucasian","Lung","Carcinoma",9.36666666667,"Small Cell Lung Cancer",98.23803075,8.53576514373161,89.5309163759275,67.369810355565,4.52244148697416,86.9579788284745,2.03169617833236,2.32956137783463,9.15223397718897,0.28188840875333,14.2616768608824
"NCIH211_LUNG","Female",50,"Caucasian","Lung","Carcinoma",14.7,"Small Cell Lung Cancer",144.3860352,5.90336188707817,78.1717242747226,39.0371204554886,2.94302510610041,78.5938144677985,28.1526362418466,3.11950707325995,41.18586026507,0.105901591305045,1.61793557472914
"NCIH2110_LUNG",NA,NA,"African_american","Lung","Carcinoma",58.1,"Non-Small Cell Lung Cancer",405.948948,14.6027519400941,135.130367817605,58.9556814630952,33.7417856652955,275.305667893846,3.09715206336372,11.640995934194,55.1147844227685,0.552957574062804,6.14565298384583
"NCIH2122_LUNG","Female",46,"Caucasian","Lung","Carcinoma",8.5,"Non-Small Cell Lung Cancer",116.8282791,17.31201899709,39.6524604349306,112.250726638992,20.181634344982,226.880625431029,20.5607927968168,10.3020406812011,59.2244225564089,7.09736792126094,8.20219662915003
"NCIH2126_LUNG","Male",65,"Caucasian","Lung","Carcinoma",25.1,"Non-Small Cell Lung Cancer",177.9362885,25.1469596356629,269.938188146899,170.160311241305,121.963400033631,352.321108564534,77.9527598293348,20.2391935650202,147.014761484637,13.8876506112299,28.9214345459353
"NCIH2135_LUNG",NA,NA,NA,"Na","",22.6333333333,"Non-Small Cell Lung Cancer",NA,25.0149588518555,145.138868805021,140.614344831377,18.0778060353773,297.378280473793,6.15268763391198,7.83618414751886,70.4518149319943,1.27904281831553,1.76573493944058
"NCIH2141_LUNG","Male",58,"Caucasian","Lung","Carcinoma",17.2666666667,"Small Cell Lung Cancer",NA,7.66745693172539,96.9418195404297,165.564028640274,8.00578175484828,31.1304363070196,85.4656037774682,12.1508484667173,15.5771329137423,0.708243016881724,2.38627124712662
"NCIH2170_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",13.1666666667,"Non-Small Cell Lung Cancer",120.027116,35.7200087153847,147.627173865356,37.7208503026783,43.8548799513406,280.736357673059,5.09351417498582,12.8419479980719,72.9474996838758,2.15602015212539,13.3970964414
"NCIH2171_LUNG","Male",50,"Caucasian","Lung","Carcinoma",11.7333333333,"Small Cell Lung Cancer",123.3168857,25.1004556660788,71.7166544306211,44.739509828472,5.20803174334489,170.715426890128,4.77898891466347,9.39867761383095,34.7215662617435,0.303841832743542,3.60115274085433
"NCIH2172_LUNG","Female",NA,"African_american","Lung","Carcinoma",49.6333333333,"Non-Small Cell Lung Cancer",395.8472824,16.7115316652251,372.428100352093,106.446977784814,15.1869574954716,722.889228865726,35.023105471127,3.13050395631829,195.793199965207,75.2751449521036,8.2045345883327
"NCIH2196_LUNG","Male",67,"Caucasian","Lung","Carcinoma",11.3333333333,"Small Cell Lung Cancer",102.005835,5.0487768195589,149.902187790193,68.3730676990601,18.0800297422748,205.757851660921,23.0365019681,1.91318616221116,24.1159633285833,0.416255093968584,2.60271726184629
"NCIH2227_LUNG","Male",54,"Caucasian","Lung","Carcinoma",15.5333333333,"Small Cell Lung Cancer",136.788956,13.494443390367,118.158861153044,156.467606291124,2.62210124958941,372.952475500699,48.5672774190185,14.1119082826783,73.876294617066,0.348175018120066,2.06562945337267
"NCIH2228_LUNG","Female",NA,"Caucasian","Lung","Carcinoma",10.9,"Non-Small Cell Lung Cancer",108.3070776,1.97354614862524,111.744386548074,367.992662826979,13.1650290558681,740.246323200927,13.9950542591762,5.48494463618576,23.4618336295881,3.18183476329898,1.8671160104714
"NCIH226_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",7.16666666667,"Non-Small Cell Lung Cancer",93.36313254,19.9433349540517,182.772461605641,99.2069428252964,38.0849808118392,220.549464824838,14.3264288094952,17.7124538587,93.5280134021408,3.54978841392569,4.74377389830514
"NCIH2286_LUNG","Female",57,"Caucasian","Lung","Carcinoma",47.5666666667,"Small Cell Lung Cancer",316.7710366,49.1432253068903,133.535852521702,147.670139624165,23.3219738537638,237.442858799793,21.6358789683559,13.0314413131976,75.5257758517117,1.37171941449029,6.82634232917645
"NCIH2291_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",20.4333333333,"Non-Small Cell Lung Cancer",159.0117836,57.8707456258563,369.474601299507,371.369676829574,465.406864296565,902.7837091721,137.580059696268,8.90696896406031,228.924212729699,134.47267250542,179.106929680217
"NCIH23_LUNG","Male",51,"African_american","Lung","Carcinoma",37.1,"Non-Small Cell Lung Cancer",261.733481,24.3226982810523,133.031773741281,130.480135919422,5.30092853236971,126.380348639261,32.0398358851272,4.99017510335269,34.8373469658851,3.51876121460536,10.1801424077703
"NCIH2342_LUNG","Male",55,"Caucasian","Lung","Carcinoma",74.5666666667,"Non-Small Cell Lung Cancer",508.1042285,83.2048800038901,202.001879133697,78.8274274192671,113.881450566006,77.9773188165184,25.9157787149056,17.7948484057142,103.368161624272,47.1036267914741,6.92109504079539
"NCIH2347_LUNG","Female",54,"Caucasian","Lung","Carcinoma",30.5666666667,"Non-Small Cell Lung Cancer",250.704126,7.65078303410783,155.555254047627,244.705390690598,42.1424691233678,390.078889719643,12.8010986593005,23.7788373941954,81.6240541679079,0.953201461978818,3.01114679133476
"NCIH2373_PLEURA",NA,NA,NA,"Na","",4.63333333333,"Mesothelioma",NA,41.6117258939765,275.79504519844,272.143091592536,81.2868291211579,165.205970256326,120.603704371145,26.0746870787534,110.089426093264,0.583289877046152,82.1790990281853
"NCIH2405_LUNG","Male",47,"Caucasian","Lung","Carcinoma",6,"Non-Small Cell Lung Cancer",99.09336648,31.4660441210825,181.221130310012,113.940798260483,101.574548817672,196.837398580188,5.55918769740406,13.1117136181462,55.7322514493433,1.69526827051663,2.21963773469801
"NCIH2444_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",8.16666666667,"Non-Small Cell Lung Cancer",84.93713188,62.8717539468936,287.284208706436,152.641036780197,106.762847910487,289.968414055898,171.293763880473,27.8050038749182,146.164543882515,89.8858021824077,36.0801913978929
"NCIH2452_PLEURA","Male",NA,"Caucasian","Pleura","Mesothelioma",5.1,"Mesothelioma",72.36669085,248.393703125077,234.215586256099,211.565152353137,248.393703125077,209.614682481362,119.153669454146,24.6218682178583,126.599429071992,46.0149802001722,148.07042423291
"NCIH2461_PLEURA",NA,NA,NA,"Na","",4.53333333333,"Mesothelioma",NA,38.1860016690615,280.849798074977,280.849798074977,12.7916421420048,544.133706139046,128.704103716136,20.1224478428343,140.122914760416,17.741313218727,40.5633926093626
"NCIH250_LUNG",NA,NA,NA,"Na","",23.3333333333,"Small Cell Lung Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH2591_PLEURA",NA,NA,NA,"Na","",3.96666666667,"Mesothelioma",NA,51.1323822486259,216.097782066257,152.084912540101,59.3908396601063,537.161610562273,57.9777316642192,25.2150742449534,114.058673977128,0.934243657040038,16.1451387796222
"NCIH2595_PLEURA",NA,NA,NA,"Na","",4.7,"Mesothelioma",NA,40.7606436725519,336.324006372437,306.531339579299,29.2790428789975,718.266736957489,62.4767820172689,34.0485688202008,149.409072934296,4.48792743761347,38.0703589867775
"NCIH2722_PLEURA",NA,NA,NA,"Na","",4.36666666667,"Mesothelioma",NA,223.920930343137,94.0778847149185,94.1998886950115,10.2828761291876,429.115022196829,23.1451903803685,24.4632746730491,70.1774475889333,0.767909800498126,23.8406236101761
"NCIH2731_PLEURA",NA,NA,NA,"Na","",5.86666666667,"Mesothelioma",NA,3.15020963053683,22.2367872330147,124.777481131164,1.12709891543063,34.7183373062299,15.0878079929768,8.83810069448347,77.2730304384953,6.3567039744074,0.305373701977076
"NCIH2795_PLEURA",NA,NA,NA,"Na","",3.5,"Mesothelioma",NA,6.10495050353056,71.2171029824719,35.3245786257571,3.66919025955881,226.582473486455,2.30416648652613,12.4423378535,15.1792596595877,0.871138763207255,0.740479003623282
"NCIH28_PLEURA","Male",48,"African_american","Pleura","Mesothelioma",9.93333333333,"Mesothelioma",144.0712209,81.9980117484362,261.202508210568,234.362954202214,101.101200465855,570.888546165205,33.0760680089592,26.5942758760314,119.908985398857,47.306750404595,57.902293778313
"NCIH2803_PLEURA",NA,NA,NA,"Na","",4.1,"Mesothelioma",NA,78.2615952068775,166.412392537826,130.345289186657,126.699608836261,177.569485514622,43.9122796655465,18.4777997873619,60.1646517725983,44.6082134436321,7.07728245512074
"NCIH2804_PLEURA",NA,NA,NA,"Na","",3.86666666667,"Mesothelioma",NA,10.8761791643227,87.9885770673649,61.5777128075508,7.02081985724654,167.980348609679,88.656468803086,6.60431352535583,34.3075003718367,2.87353218635244,3.55865619397387
"NCIH2810_PLEURA",NA,NA,NA,"Na","",3.33333333333,"Mesothelioma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH2818_PLEURA",NA,NA,NA,"Na","",3.2,"Mesothelioma",NA,91.6940966116661,156.46416404165,73.9153855155495,149.798041964546,326.526790843164,72.737058485967,6.6158282659442,87.4560166388854,47.1787698456834,60.762996895179
"NCIH2869_PLEURA",NA,NA,NA,"Na","",4.13333333333,"Mesothelioma",NA,17.8883918056434,53.5179440248063,64.7563004439777,19.5694171865243,286.773010887512,4.34538777067541,15.5535047642819,44.7426417037744,0.32212100889907,2.17070065950309
"NCIH292_LUNG","Female",32,"African_american","Lung","Carcinoma",9.26666666667,"Non-Small Cell Lung Cancer",117.719142,9.32860979494635,157.240581702019,171.98134300003,47.9871372001836,214.619780551381,3.74724910954645,17.392776911403,18.3130148306277,34.2031245155746,1.6039478556989
"NCIH3122_LUNG",NA,NA,NA,"Na","",10.8333333333,"Non-Small Cell Lung Cancer",NA,14.3643005502541,155.556809607946,64.0833769281092,12.2342818645705,284.344064610336,3.63287737655196,12.897932149112,18.2696095671481,0.233362789467386,1.76251541188858
"NCIH3255_LUNG",NA,NA,"Caucasian","Lung","Carcinoma",8.93333333333,"Non-Small Cell Lung Cancer",87.00395836,14.8249415172132,214.276020640336,13.9830376694317,21.9478239953759,346.279066310021,0.0528383513822113,15.6925801698989,107.276326905813,0.749786334779835,7.0703571860695
"NCIH345_LUNG",NA,NA,NA,"Na","",23.3333333333,"Small Cell Lung Cancer",NA,249.445137192506,244.457140727216,251.660510829091,251.660510829091,29.773984236015,174.344634788791,25.0799569686577,128.779288864633,2.37358863049634,161.266455486844
"NCIH358_LUNG","Male",NA,"Caucasian","Lung","Carcinoma",41.4666666667,"Non-Small Cell Lung Cancer",218.724336,6.27904563510918,172.34340033421,14.4712511209749,0.928640119540463,173.586494058926,0.158840297462978,15.5855624226252,33.3663197334464,0.387671867300894,1.29275939536082
"NCIH378_LUNG",NA,NA,NA,"Na","",12.3666666667,"Small Cell Lung Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCIH441_LUNG",NA,NA,"Caucasian","Lung","Carcinoma",19.3666666667,"Non-Small Cell Lung Cancer",131.3333424,58.8384763147849,392.024367559477,203.116356588715,293.298247249304,765.672092183819,50.2968273216464,31.7107582411367,173.82394905982,25.1240360632131,132.51793569483
"NCIH446_LUNG","Male",61,"Caucasian","Lung","Carcinoma",32.1,"Small Cell Lung Cancer",177.0097006,9.55695345480875,60.5144996525163,164.099343913751,20.6124033711821,193.095908363554,4.51541907073403,2.76891625510755,54.4593199488499,0.0927272398556635,1.45791451473711
